,merchant,first_6_digits,payment_ref,amount_eur,card_network,card_type,timestamp,refused_by_bank,bank_country_id,user_id,user_country_id,is_fraud
64,Shop2,432046.0,8d15de3672d90ac7,81.8,SchemeD,DEBIT,1459188047,0,53.0,2711678730.0,6.0,0
65,Shop8,15082.0,81cf90892c42edeb,0.0,SchemeI,CREDIT,1460402581,0,94.0,2755599478.0,6.0,0
66,Shop2,659111.0,03c3af2c13a7a60e,4.8,SchemeF,DEBIT,1461427855,0,96.0,2719718208.0,6.0,0
67,Shop2,256445.0,b4386d38dfea440f,10.56,SchemeD,DEBIT,1460962402,1,9.0,1398597887.0,6.0,0
68,Shop2,300279.0,47568507e195a37b,1.0,SchemeD,CREDIT,1459000734,0,9.0,2705071172.0,6.0,0
69,Shop2,256445.0,4e8b8c2f9c18d9d0,1.0,SchemeD,DEBIT,1460129541,0,9.0,1398597887.0,6.0,0
70,Shop2,15435.0,43e3309ae9b02106,13.45,SchemeD,CREDIT,1458806872,0,14.0,2656093890.0,6.0,0
71,Shop2,972119.0,a7f9f7a0477b697c,10.0,SchemeD,CREDIT,1457420804,0,14.0,1701789943.0,6.0,0
72,Shop2,384194.0,de974697f107d1ff,10.38,SchemeD,DEBIT,1459361517,0,14.0,2713550505.0,6.0,0
73,Shop2,776615.0,dec1f82bde35136a,18.35,SchemeF,PREPAID,1462003511,0,23.0,1772812082.0,6.0,0
74,Shop8,890473.0,79089cae5a753d75,0.0,SchemeD,CREDIT,1460054484,1,26.0,1471661337.0,6.0,0
75,Shop8,469293.0,899f1d185b80b8dc,0.0,SchemeF,CREDIT,1458596641,1,26.0,2691055790.0,6.0,0
76,Shop8,486631.0,5689d36413c16563,0.0,SchemeD,CREDIT,1461523515,0,26.0,2794671766.0,6.0,0
77,Shop2,464854.0,0e424801f8c8bbe6,10.9,SchemeF,CREDIT,1461694120,0,26.0,2766321802.0,6.0,0
78,Shop2,31694.0,b97bf95c458cce87,51.95,SchemeF,CREDIT,1457969553,0,26.0,2663896312.0,6.0,0
79,Shop8,633244.0,fa1308a93d300934,0.0,SchemeF,CREDIT,1460186553,0,26.0,2744558121.0,6.0,0
80,Shop2,522494.0,4e06e3515fd5072d,11.03,SchemeD,CREDIT,1459531221,0,26.0,1760427004.0,6.0,0
81,Shop8,502981.0,2fedf9f186ec1d88,0.0,SchemeF,CREDIT,1461135403,1,26.0,2776268313.0,6.0,0
82,Shop3,312458.0,9ea4acc1681a2c13,9.88,SchemeD,CREDIT,1456929459,0,26.0,2629024452.0,6.0,0
83,Shop2,31694.0,a04e67060587e035,6.65,SchemeF,CREDIT,1461862798,0,26.0,674363601.0,6.0,0
84,Shop2,464854.0,62de7c493fc59e7b,12.6,SchemeF,CREDIT,1461273349,0,26.0,2244826630.0,6.0,0
85,Shop8,121050.0,3a626e46b4a0c6c3,0.0,SchemeF,DEBIT,1458800173,1,47.0,2698401108.0,6.0,0
86,Shop2,655470.0,77573a9b05587776,12.9,SchemeDA,CREDIT,1459515446,0,52.0,1805620157.0,6.0,0
87,Shop2,607985.0,783f10303f92c547,20.55,SchemeF,CREDIT,1459378575,0,52.0,2604552693.0,6.0,0
88,Shop2,904092.0,5f20deb58fa46049,50.0,SchemeF,CREDIT,1459061292,0,52.0,1561041352.0,6.0,0
89,Shop2,265509.0,a9d13d0961069114,11.15,SchemeF,CREDIT,1461919455,0,52.0,2809584256.0,6.0,0
90,Shop8,541123.0,300e209aca8ac839,0.0,SchemeD,PREPAID,1458211897,1,92.0,2597730171.0,6.0,0
91,Shop2,407605.0,d85f6aa25d9e3c40,12.35,SchemeI,CREDIT,1457852525,0,13.0,1597768329.0,6.0,0
92,Shop3,520478.0,f2834b58ce29636e,2.5,SchemeD,CREDIT,1460709441,0,13.0,703666912.0,6.0,0
93,Shop2,520478.0,f7137cf9225de13b,15.65,SchemeD,CREDIT,1459854194,0,13.0,1004296023.0,6.0,0
94,Shop8,483489.0,4c3772dfa779c8ea,0.0,SchemeF,DEBIT,1457379191,0,13.0,2614496539.0,6.0,0
95,Shop2,520478.0,f62d6b57f6470ea2,8.2,SchemeD,CREDIT,1461952984,0,13.0,786115343.0,6.0,0
96,Shop2,520478.0,cba363f410fa6512,31.25,SchemeD,CREDIT,1459527185,0,13.0,1158855439.0,6.0,0
97,Shop8,105696.0,6b85ab3da06fdc2b,0.0,SchemeI,CREDIT,1457973563,0,13.0,2314623130.0,6.0,0
98,Shop2,105696.0,04852537be28b0d9,5.39,SchemeI,CREDIT,1460502314,0,13.0,2314623130.0,6.0,0
99,Shop2,776896.0,d839882fcc02dede,11.6,SchemeD,CREDIT,1461016196,0,13.0,674340994.0,6.0,0
100,Shop2,520478.0,4fc474509fd3c6c8,42.2,SchemeD,CREDIT,1461678022,0,13.0,715886617.0,6.0,0
101,Shop8,29009.0,22e5d74ff35b89c2,0.0,SchemeF,PREPAID,1459596090,0,19.0,2726462401.0,6.0,0
102,Shop8,77696.0,b403c75f7a4c1ba7,0.0,SchemeD,CREDIT,1460408924,0,19.0,2755847485.0,6.0,0
103,Shop8,48271.0,4bdb0e346a4f34b8,0.0,SchemeI,CREDIT,1461622170,0,19.0,2798094110.0,6.0,0
104,Shop8,221966.0,d16d208eefcd2640,0.0,SchemeF,CREDIT,1459426169,0,19.0,2718435654.0,6.0,0
105,Shop2,592793.0,f5a54decacacee5a,7.11,SchemeI,CREDIT,1460538848,0,20.0,2533217098.0,6.0,0
106,Shop2,586900.0,9b0fc00dc0c09e30,8.55,SchemeF,DEBIT,1461156174,1,0.0,2777456314.0,6.0,0
107,Shop2,882468.0,2f65cd8e90922dc7,8.96,SchemeF,DEBIT,1459388489,0,2.0,1898088553.0,6.0,0
108,Shop6,110309.0,7a976483b73726d0,4.9477,SchemeD,CREDIT,1459346762,0,2.0,1227799690.0,6.0,0
109,Shop2,110309.0,9fe50307307de7e3,11.61,SchemeD,CREDIT,1459436418,0,2.0,1227799690.0,6.0,0
110,Shop2,882468.0,6b7f66127ff5c293,6.8,SchemeF,DEBIT,1457926842,1,2.0,1005203289.0,6.0,0
111,Shop2,507771.0,18a421d68098dab8,15.7,SchemeD,CREDIT,1459705998,0,2.0,1832493215.0,6.0,0
112,Shop2,57120.0,009712c3ba5759ba,40.0,SchemeD,CREDIT,1460522134,0,2.0,2720732972.0,6.0,0
113,Shop2,444780.0,8b2c9c1744d2eeab,1.0,SchemeD,CREDIT,1458135046,0,2.0,2673476473.0,6.0,0
114,Shop2,882468.0,79285f101ed28d2d,27.2,SchemeF,DEBIT,1456942378,0,2.0,2164349185.0,6.0,0
115,Shop8,882468.0,74da99b27c7a88cb,0.0,SchemeF,DEBIT,1458759853,0,2.0,2682334598.0,6.0,0
116,Shop2,587060.0,1c5ade679ef7ea9e,6.0,SchemeF,CREDIT,1457129261,0,2.0,1005203289.0,6.0,0
117,Shop2,854011.0,485318252d44fa86,15.0,SchemeF,DEBIT,1459983587,0,2.0,2534881159.0,6.0,0
118,Shop3,556353.0,a4367a3acac5ed03,9.35,SchemeF,CREDIT,1460140056,0,2.0,2746449892.0,6.0,0
119,Shop2,283207.0,8d375b5c46d13404,10.5,SchemeF,CREDIT,1461945367,0,2.0,2811044193.0,6.0,0
120,Shop2,854011.0,df867a718f251c12,15.0,SchemeF,DEBIT,1460058962,0,2.0,2534881159.0,6.0,0
121,Shop2,894488.0,14304f5ee45f9458,15.3,SchemeDA,CREDIT,1461503173,0,2.0,2708012127.0,6.0,0
122,Shop2,587060.0,310eee6950501ccf,6.0,SchemeF,CREDIT,1461744022,0,2.0,1005203289.0,6.0,0
123,Shop2,403331.0,0f2aa799ab5ec0fc,5.5,SchemeF,CREDIT,1458300608,0,21.0,2674861596.0,6.0,0
124,Shop2,271918.0,0cd22b07a5ae189b,14.3,SchemeIA,CREDIT,1461774465,0,21.0,758160057.0,6.0,0
125,Shop2,271918.0,9f06077636721dda,8.65,SchemeIA,CREDIT,1461513518,0,21.0,758160057.0,6.0,0
126,Shop2,356065.0,87118c59b15eff50,12.0,SchemeD,DEBIT,1461531556,0,21.0,2794611673.0,6.0,0
127,Shop2,396870.0,a3c36385683e4bec,8.35,SchemeF,CREDIT,1459852900,1,21.0,1215517512.0,6.0,0
128,Shop2,307580.0,5678b83f636e0019,1.0,SchemeFA,CREDIT,1458242879,0,21.0,2677827938.0,6.0,0
129,Shop2,359722.0,17dd474ba86c0181,56.3,SchemeF,CREDIT,1458914910,0,21.0,2692037721.0,6.0,0
130,Shop2,320472.0,ae6a18b4b9a95a84,40.0,SchemeF,CREDIT,1458822083,0,21.0,815373261.0,6.0,0
131,Shop2,221499.0,b0cc4e2feecfa7b9,6.0,SchemeF,DEBIT,1457696211,0,27.0,1177526614.0,6.0,0
132,Shop8,304718.0,d4de1944db12d74e,0.0,SchemeD,CREDIT,1460697266,0,28.0,2765123145.0,6.0,0
133,Shop8,969889.0,a09a107dfedeae1a,0.0,SchemeD,CREDIT,1462027492,0,28.0,2813908056.0,6.0,0
134,Shop2,449546.0,1e044b7b7afd01b4,1.0,SchemeF,CREDIT,1459531576,0,29.0,2550847678.0,6.0,0
135,Shop2,108332.0,7f50ff157db7e0d4,1.0,SchemeF,CREDIT,1458241442,0,29.0,2550847678.0,6.0,0
136,Shop2,405373.0,b34adfdda2866391,11.85,SchemeF,CREDIT,1461925992,0,29.0,2804682787.0,6.0,0
137,Shop2,227483.0,df469d41ca6927b5,1.0,SchemeD,PREPAID,1458087217,0,30.0,669071826.0,6.0,0
138,Shop2,75415.0,e875eacd6975ca43,15.0,SchemeD,CREDIT,1462018207,0,30.0,2808579493.0,6.0,0
139,Shop2,227483.0,50cd46a00e56ec79,1.0,SchemeD,PREPAID,1457286470,0,30.0,1217768219.0,6.0,0
140,Shop8,227483.0,aefc90c1beca6aec,0.0,SchemeD,PREPAID,1457635976,0,30.0,2595999419.0,6.0,0
141,Shop2,269886.0,3a1a923cc0ce50ef,9.15,SchemeF,CREDIT,1458547506,0,30.0,755790984.0,6.0,0
142,Shop2,227483.0,d0a8a8be10fcb27f,1.0,SchemeD,PREPAID,1457086478,0,30.0,1217768219.0,6.0,0
143,Shop2,227483.0,7b06a665942643b8,0.35,SchemeD,PREPAID,1457286592,0,30.0,1217768219.0,6.0,0
144,Shop8,751943.0,7f73314bd1ec8f98,0.0,SchemeF,CREDIT,1457115385,0,30.0,2640798208.0,6.0,0
145,Shop2,227483.0,32f62daa3587ba6c,1.0,SchemeD,PREPAID,1459850470,0,30.0,1217768219.0,6.0,0
146,Shop2,227483.0,8b4d45486d41459a,28.5,SchemeD,PREPAID,1458056655,0,30.0,669071826.0,6.0,0
147,Shop8,306292.0,bba2d34dda72b30e,0.0,SchemeF,CREDIT,1457033715,0,34.0,2638279347.0,6.0,0
148,Shop2,990403.0,797798334ebc4c54,4.47,SchemeD,DEBIT,1461082829,0,32.0,1702679282.0,6.0,0
149,Shop2,172217.0,404bc849533dcead,40.0,SchemeDA,DEBIT,1459328581,0,32.0,2715121689.0,6.0,0
150,Shop8,209201.0,3c647fff11733dec,0.0,SchemeD,CREDIT,1457779616,0,32.0,1751959487.0,6.0,0
151,Shop2,444359.0,64e521910932808d,35.0,SchemeDA,DEBIT,1458893619,0,32.0,2701392263.0,6.0,0
152,Shop2,957678.0,7ddeb3389e87b590,17.65,SchemeD,DEBIT,1460187728,0,32.0,713059582.0,6.0,0
153,Shop8,816645.0,1b907ae85bbc0d77,0.0,SchemeF,DEBIT,1460537533,0,32.0,2760139458.0,6.0,0
154,Shop8,161676.0,497ca9df4c45cc34,0.0,SchemeD,CREDIT,1457033245,0,32.0,2638258680.0,6.0,0
155,Shop2,748912.0,f359216f8ccb7ee7,4.2,SchemeFA,DEBIT,1461179075,0,32.0,2347242691.0,6.0,0
156,Shop8,717823.0,4b1f89811b32d086,0.0,SchemeD,DEBIT,1460873759,0,32.0,2772476267.0,6.0,0
157,Shop2,396531.0,d30432e31e0de2c6,40.0,SchemeFA,DEBIT,1461639266,0,32.0,2769656530.0,6.0,0
158,Shop8,352010.0,2804f5280c993546,0.0,SchemeD,CREDIT,1459617608,0,32.0,2727479392.0,6.0,0
159,Shop2,89747.0,ed21209b5144a744,3.69,SchemeF,DEBIT,1461143050,0,32.0,679222804.0,6.0,0
160,Shop8,220927.0,fb956fb217b14c3e,0.0,SchemeF,CREDIT,1458576445,0,32.0,2676420050.0,6.0,0
161,Shop8,717823.0,204bbf4b29615f64,0.0,SchemeD,DEBIT,1457686900,0,32.0,2645583551.0,6.0,0
162,Shop8,717823.0,d643be410d86d463,0.0,SchemeD,DEBIT,1459844832,0,32.0,2735167493.0,6.0,0
163,Shop2,328812.0,16641876470272b3,12.93,SchemeF,DEBIT,1458061632,0,32.0,1204688369.0,6.0,0
164,Shop2,990403.0,ec4c6cf0d6cdfb52,8.89,SchemeD,DEBIT,1457982289,0,32.0,2669985508.0,6.0,0
165,Shop2,990403.0,8ef2a2fc607eba8f,14.35,SchemeD,DEBIT,1458104610,0,32.0,1702679282.0,6.0,0
166,Shop2,201858.0,4147ca23b05a8d25,6.0,SchemeF,DEBIT,1456946680,0,37.0,2632847667.0,6.0,0
167,Shop8,71138.0,0427e2e8ed590832,0.0,SchemeF,DEBIT,1461033107,0,37.0,2715069925.0,6.0,0
168,Shop2,912370.0,30e9c0cc11966cd9,35.8,SchemeF,DEBIT,1459240888,1,37.0,2204086125.0,6.0,0
169,Shop2,910325.0,d46c7b2c5e19c883,22.7,SchemeD,CREDIT,1461144761,0,38.0,2740554668.0,6.0,0
170,Shop8,594891.0,267e77aa3849dba5,0.0,SchemeF,CREDIT,1458922889,1,39.0,2702610542.0,6.0,0
171,Shop8,977483.0,a9bbb2d65c8c4067,0.0,SchemeF,CREDIT,1457160104,1,39.0,1242351388.0,6.0,0
172,Shop2,,434527c5649c1a26,6.3,SchemeH,,1459275942,1,,2531270391.0,6.0,0
173,Shop2,,6c91f2484fc44688,14.05,SchemeH,,1456844505,1,,,6.0,0
174,Shop2,,4ff58f40682c4d32,17.05,SchemeH,,1459148167,1,,2239480842.0,6.0,0
175,Shop2,,f903ca41da897d92,9.0,SchemeH,,1460468279,1,,2569001762.0,6.0,0
176,Shop2,,61dfac93dc583d17,1.0,SchemeH,,1458677178,1,,2336992025.0,6.0,0
177,Shop2,,a3dddb423f3715d1,12.8,SchemeH,,1457985536,1,,2373829120.0,6.0,0
178,Shop2,,3e96d7bfe5c66765,16.9,SchemeH,,1462042328,1,,2601213280.0,6.0,0
179,Shop2,,cdff4087508773ea,7.92,SchemeH,,1459386308,1,,,6.0,0
180,Shop2,,9000eb8a3d205550,8.95,SchemeH,,1458092376,1,,2460962184.0,6.0,0
181,Shop2,,96ca3b0e689a59b4,13.8,SchemeH,,1459689483,1,,2107190196.0,6.0,0
182,Shop2,,de11b2ac45676378,24.6,SchemeH,,1460411784,1,,2251402548.0,6.0,0
183,Shop2,,5a214c459c293fb2,1.0,SchemeH,,1456875203,1,,,6.0,0
184,Shop2,,96ddd9f17a5b343c,8.75,SchemeH,,1456837484,1,,,6.0,0
185,Shop2,,8569d65149936811,5.34,SchemeH,,1459140271,1,,2517495981.0,6.0,0
186,Shop2,,d686fc9f2a18870f,19.6,SchemeH,,1459539436,1,,2532003801.0,6.0,0
187,Shop2,,c6ab01c2cb4b7255,6.0,SchemeH,,1457469906,1,,2178833430.0,6.0,0
188,Shop2,,32892af858471acb,7.2,SchemeH,,1459457347,1,,,6.0,0
189,Shop2,,4abbd551297cb445,9.15,SchemeH,,1458092441,1,,2460962184.0,6.0,0
190,Shop2,,a8c44225307aa426,12.65,SchemeH,,1459670941,1,,1139297628.0,6.0,0
191,Shop8,388097.0,e58b010113ae9e4d,0.0,SchemeF,,1461533508,1,,2795062797.0,6.0,0
192,Shop8,628905.0,89a6241a2689b0b9,0.0,SchemeD,,1461736709,0,,849913070.0,6.0,0
193,Shop2,,68314fdc859715ff,16.75,SchemeH,,1457484963,1,,2278389243.0,6.0,0
194,Shop2,,7932a92592d64433,18.7,SchemeH,,1460925814,1,,2482024839.0,6.0,0
195,Shop8,630070.0,8d578d1562991b32,0.0,SchemeF,,1460472474,1,,2757180873.0,6.0,0
196,Shop2,,408390d28beb395b,11.5,SchemeH,,1457895277,1,,2379346930.0,6.0,0
197,Shop2,,eb4c298c6bad5dee,14.05,SchemeH,,1458758256,1,,2411784005.0,6.0,0
198,Shop2,,4bc28509dc52db22,9.7,SchemeH,,1459253564,1,,704102448.0,6.0,0
199,Shop2,,4ed7c59047159755,14.55,SchemeH,,1459523462,1,,2413942558.0,6.0,0
200,Shop2,,861e8f2ace061eff,1.0,SchemeH,,1458173336,1,,2257055877.0,6.0,0
201,Shop2,,59800b0fd724f22e,17.6,SchemeH,,1461443807,1,,816154595.0,6.0,0
202,Shop2,,c695ca614a06b738,14.36,SchemeH,,1459388906,1,,,6.0,0
203,Shop2,,c5c556619af35553,53.3,SchemeH,,1457009251,1,,2289428897.0,6.0,0
204,Shop2,,f99e7949c035fa67,30.3,SchemeH,,1457343608,1,,2320168796.0,6.0,0
205,Shop2,,f10ec83b2f7679d3,9.25,SchemeH,,1461914661,1,,1613635148.0,6.0,0
206,Shop2,,c25f2c9b7b8d47e9,7.1,SchemeH,,1457101126,1,,2418830920.0,6.0,0
207,Shop2,,2054f8622c5d6fe6,1.0,SchemeH,,1457522369,1,,2132475459.0,6.0,0
208,Shop8,628905.0,59e62a6239fdbe52,0.0,SchemeD,,1461736707,0,,849913070.0,6.0,0
209,Shop2,134829.0,ce93f93d87f1e23a,6.0,SchemeF,DEBIT,1461853484,0,44.0,1327024238.0,6.0,0
210,Shop3,514823.0,c0c4c8c793eea88d,6.45,SchemeF,DEBIT,1459880366,0,45.0,2685481939.0,6.0,0
211,Shop2,514823.0,6998f0b650fdd1e6,45.0,SchemeF,DEBIT,1458234431,0,45.0,2164109905.0,6.0,0
212,Shop2,375581.0,9f093e8af822ef0f,6.9,SchemeD,PREPAID,1458304611,0,45.0,2355229851.0,6.0,0
213,Shop8,504673.0,d1f3342a4ba1945a,0.0,SchemeF,DEBIT,1459364408,0,45.0,2718483544.0,6.0,0
214,Shop3,527352.0,bb4152b7e651507f,1.0,SchemeF,DEBIT,1458240757,0,45.0,2358039333.0,6.0,0
215,Shop3,514823.0,76fff59a308c9eae,6.15,SchemeF,DEBIT,1460225281,0,45.0,2250843462.0,6.0,0
216,Shop2,834606.0,8dc4dc9fac0b066a,6.05,SchemeF,CREDIT,1460093703,0,45.0,2697898991.0,6.0,0
217,Shop2,678724.0,0d804ff33ad19efe,33.1,SchemeF,DEBIT,1458557803,0,45.0,2436796385.0,6.0,0
218,Shop3,527352.0,36a0bf09b0bb9fa8,1.0,SchemeF,DEBIT,1460135182,0,45.0,2358039333.0,6.0,0
219,Shop3,709409.0,48b91837030b7537,0.15,SchemeF,CREDIT,1461807938,0,45.0,2805782398.0,6.0,0
220,Shop2,752267.0,6f1e4ce953bb0467,15.95,SchemeD,DEBIT,1460456906,0,45.0,947544711.0,6.0,0
221,Shop3,514823.0,af751749c3c68c2c,4.8,SchemeF,DEBIT,1457211482,0,45.0,2626971839.0,6.0,0
222,Shop3,514823.0,e75ed9f8c8baac21,2.5,SchemeF,DEBIT,1456872742,0,45.0,2308712988.0,6.0,0
223,Shop3,455343.0,e67d0ef5f8586a73,5.5,SchemeD,CREDIT,1458918699,0,45.0,2419034268.0,6.0,0
224,Shop3,514823.0,979cc066473c8bfd,6.3,SchemeF,DEBIT,1456875388,0,45.0,2308712988.0,6.0,0
